tgl-laporan,title,link,content,jenis_laporan,tingkat_urgensi
"24 Feb, 10:35",Evakuasi Kunci yang jatuh di Got,https://www.lapor.go.id/laporan/detil/evakuasi-kunci-yang-jatuh-di-got-202502171425591739777159826,"asalamualaikum alaikum wr.wb .... tabe mohon bantuannya bantu mengevakuasi mengambil kunci jatuh got sekolah neg . 1 parepare , terima kasih",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"4 Feb, 13:02",EVAKUASI BIAWAK,https://www.lapor.go.id/laporan/detil/evakuasi-biawak-202502031234541738560894550,"asalamualaikum alaikum wr.wb .... tabe mohon bantuannya mengevakuasi seekor biawak rumah jalan atletik timur kel . lapadde , ,terima kasih",Evakuasi/Penyelamatan Hewan,Segera
"22 Jan, 15:08",Evakuasi Biawak,https://www.lapor.go.id/laporan/detil/evakuasi-biawak-202501221359281737529168319,"asalamualaikum alaikum wr.wb ... tabe mohon dibantu mengevakuasi seekor biawak masuk rumah , lokasi jalan jend . sudirman kantor wali kota parepare , , , terima kasih",Evakuasi/Penyelamatan Hewan,Segera
"16 Jan, 14:38",Sarang tawon,https://www.lapor.go.id/laporan/detil/sarang-tawon-202501161426341737012394243,"asalamualaikum alaikum wr.wb .... mhon bantuannya mengevakuasi sarang tawon lebah jalan abu bakar lambogo parepare komando rayon militer lorong 2 , , terima kasih",Evakuasi/Penyelamatan Hewan,Segera
"16 Jan, 14:36",Evakuasi Tawon,https://www.lapor.go.id/laporan/detil/evakuasi-tawon-202501161423421737012222224,"tabe ... melaporkan sarang tawon area sekolah sekolah dasar negeri 78 lokasi jalan lingkar lanyer parepare , mohon ditindaklanjuti membahayakan siswa siswi ... terima kasih",Evakuasi/Penyelamatan Hewan,Segera
"15 Jan, 9:48",EVAKUASI ULAR,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202501142058301736863110196,asalamualaikum alaikum ... tabe melaporkan mengevakuasi seekor ular rumah lokasi jalan h.p . midding cappa galung .... mohon ditindaklanjuti terima kasih,Evakuasi/Penyelamatan Hewan,Segera
"15 Jan, 9:50",Penyemprotan jalanan,https://www.lapor.go.id/laporan/detil/penyemprotan-jalanan-202501142053521736862832859,asalamualaikum alaikum .. wr.wb .... tabe mohon bantuannya untu penyemprotan jalanan pasca banjir jalan lasinrang masjid takwa kota parepare ... terima kasih,Layanan Lingkungan & Fasilitas Umum,Normal
"14 Jan, 1:58",EVAKUASI ULAR,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202501131852561736769176320,asalamualaikum alaikum.wr.wb ... tabe melaporkan seekor ular rumah warga jalan harapan kel.kampung kec . bacukiki barat ... mohon bantuannya dievakuasi .. terima kasih .,Evakuasi/Penyelamatan Hewan,Segera
"8 Jan, 1:43",EVAKUASI ULAR,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202501071303381736229818130,"asalamualaikum alaikum wr.wb .... tabe melaporkan ular sektar rumah warga jalan lammide pude e kelurahan lompoe , kecamatan bacukiki , . mohon evakuasi , terima kasih",Evakuasi/Penyelamatan Hewan,Segera
"2 Jan, 8:50",EVAKUASI BIAWAK,https://www.lapor.go.id/laporan/detil/evakuasi-biawak-202501021544201735807460248,"asalamualaikum alaikum wr.wb ... tabe melaporkan seekor biawak rumah jalan damis lr . 04 sumpang minangae parepare , mohon ditindaklanjuti .. terima kasih",Evakuasi/Penyelamatan Hewan,Segera
"2 Jan, 8:48",EVAKUASI BIAWAK,https://www.lapor.go.id/laporan/detil/evakuasi-biawak-202501020855291735782929722,asalamualaikum alaikum wr.wb .... tabe mohon bantu mengevakuasi seekor biawak puarang rumah jalan mattirotasi kantor kecamatan ujung parepare ..,Evakuasi/Penyelamatan Hewan,Segera
"24 Des 2024, 06:48",penyemprotan saluran air,https://www.lapor.go.id/laporan/detil/penyemprotan-saluran-air-202412241049301735012170040,"tabe melaporkan kondisi saluran air drainase rumah tersumbat mengakibatkan banjir hujan , mohon bantuannya penyemprotan saluran air jalan ujung lare kecamatan soreang",Layanan Lingkungan & Fasilitas Umum,Normal
"24 Des 2024, 06:50",Penyemprotan Saluran Air,https://www.lapor.go.id/laporan/detil/penyemprotan-saluran-air-202412241044211735011861330,asalamualaikum alaikum wr.wb .... tabe mohon bantuannya penyemprotan saluran air tersumbat jalan jend . sudirman kel . cappa galung kecamatan bacukiki barat . terima kasih,Layanan Lingkungan & Fasilitas Umum,Normal
"23 Des 2024, 03:11",Evakuasi biawak,https://www.lapor.go.id/laporan/detil/evakuasi-biawak-202412221646031734860763979,asalamualaikum alaikum wr.wb .... tabe melaporkan seekor biawak rumah evakuasi.lokasi jalan mattirotasi pres ban pemuda . sultan mohon ditindaklanjuti .. terimakasih,Evakuasi/Penyelamatan Hewan,Segera
"23 Des 2024, 01:52",Penyemprotan saluran air,https://www.lapor.go.id/laporan/detil/penyemprotan-saluran-air-202412221640421734860442109,asalamualaikum alaikum wr.wb .... tabe melaporkan mohon bantuannya penyemprotan saluran air tersumbat jalan syamsul bahri kantor pegadaian . mohon ditindaklanjuti .. terima kasih,Layanan Lingkungan & Fasilitas Umum,Normal
"23 Des 2024, 03:07",Evakuasi rumah Longsor,https://www.lapor.go.id/laporan/detil/evakuasi-rumah-longsor-202412211531091734769869297,asalamualaikum alaikum wr.wb ..... melaporkan rumah tekena longsor akibat hujan deras lapadde mas blok h .. mohon bantu mengevakuasi rumah terdampak longsor ... terima kasih,Layanan Lingkungan & Fasilitas Umum,Normal
"23 Des 2024, 02:04",Evakuasi batang pohon,https://www.lapor.go.id/laporan/detil/evakuasi-batang-pohon-202412211524501734769490811,asalamualaikum alaikum wr.wb .... tabe harap bantuannya mengevakuasi batang pohon mengakibatkan banjir rumah warga jalan mattirotasi masjid nurul yasin kelurahan cappa galung kecamatan bacukiki barat.mohon ditindaklanjuti ... terima kasih,,
"20 Des 2024, 10:52",Pohon tumbang,https://www.lapor.go.id/laporan/detil/pohon-tumbang-202412191948221734612502286,"tabe .... mohon bantuannya evakuasi pohon tumbang tertimpah atap rumah , lokasi jalan masuk pesantren al badar bilalangnge kecamatan bacukiki.mohon ditindaklanjuti , terima kasih",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"19 Des 2024, 14:46",Evakuasi biawak,https://www.lapor.go.id/laporan/detil/evakuasi-biawak-202412191119271734581967500,tabe melaporkan evakuasi seekor biawak masuk rumah jalan mattirotasi pasar labukkang .. mohon ditindaklanjuti ... terima kasih,Evakuasi/Penyelamatan Hewan,Segera
"19 Des 2024, 14:43",Evakuasi Pohon tumbang,https://www.lapor.go.id/laporan/detil/evakuasi-pohon-tumbang-202412191114401734581680298,asalamualaikum alaikum ... tabe melaporkan pohon tumbang akibat angin kencang daerah tonrangeng tembus permandian lumpur ... mohon ditindaklanjuti ...,Penyelamatan Non Hewan & Bantuan Teknis,Normal
"19 Des 2024, 07:51",Evakuasi biawak,https://www.lapor.go.id/laporan/detil/evakuasi-biawak-202412181743001734518580853,"tabe ... mohon bantu mengevakuasi seekor biawak masuk rumah , btn cempaka putih blok 4 lapadde.mohon ditindaklanjuti ....",Evakuasi/Penyelamatan Hewan,Segera
"19 Des 2024, 07:48",PENYEMPROTAN DRAINASE,https://www.lapor.go.id/laporan/detil/penyemprotan-drainase-202412181731181734517878437,asalamualaikum alaikum wr.wb .... tabe mohon dibantu penyemprotan drainase jalan h.p . rt 03 rukun warga 01 kelurahan tirosompe kecamatan bacukiki barat . mohon ditindaklanjuti.terima kasih,Layanan Lingkungan & Fasilitas Umum,Normal
"18 Des 2024, 17:21",Penyemprotan Jalan,https://www.lapor.go.id/laporan/detil/penyemprotan-jalan-202412171731441734431504851,asalamualaikum alaikum wr.wb .... tabe melaporkan penyemprotan jalanan berlumpur jalan ambo matti membahayakan warga melintas pengendara .... mohon ditindaklanjuti,Layanan Lingkungan & Fasilitas Umum,Normal
"18 Des 2024, 17:25",Evakuasi Biawak,https://www.lapor.go.id/laporan/detil/evakuasi-biawak-202412171436041734420964846,asalamualaikum alaikum wr.wb .... tabe mohon dibantu mengevakuasi seekor biawak masuk rumah btn yasmin jalan kelapa gading parepare ... terima kasih,Evakuasi/Penyelamatan Hewan,Segera
"12 Des 2024, 04:05",Pohon Tumbang,https://www.lapor.go.id/laporan/detil/pohon-tumbang-202412111209531733893793015,"tabe .... melaporkan pohon tumbang akibat angin kencang jalan manunggal parepare mohon ditindaklanjuti , terima kasih",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"11 Des 2024, 05:06",Evakuasi Ular di dalam rumah,https://www.lapor.go.id/laporan/detil/evakuasi-ular-di-dalam-rumah-202412110931581733884318551,asalamualaikum alaikum wr.wb .... tabe mohon bantuannya mengevakuasi ular masuk rumah jalan ambo matti btn bpr residance .... terimah kasih,Evakuasi/Penyelamatan Hewan,Immediat
"9 Des 2024, 01:12",Pohon tumbang,https://www.lapor.go.id/laporan/detil/pohon-tumbang-202412061721571733480517261,asalamualaikum alaikum wr.wb ..... melaporkan pohon tumbang menimpa rumah gerbang btn grand sulawesi jl . jend . m.yusuf parepare ... mohon ditindaklanjuti .... terima kasih,Penyelamatan Non Hewan & Bantuan Teknis,Normal
"9 Des 2024, 01:12",Evakuasi Pohon tumbang,https://www.lapor.go.id/laporan/detil/evakuasi-pohon-tumbang-202412061717311733480251761,asalamualaikum alaikum wr.wb .... tabe mohon bantu evakuasi pohon tumbang btn yasmin blok f parepare ... terima kasih,Penyelamatan Non Hewan & Bantuan Teknis,Normal
"9 Des 2024, 01:08",Evakuasi Pohon,https://www.lapor.go.id/laporan/detil/evakuasi-pohon-202412061432281733470348297,asalamualaikum alaikum wr.wb ..... tabe mohon bantu evakuasi pohon tumbang rumah warga jalan tinumbu sumpang minangae parepare . terima kasih,,
"13 Nov 2024, 1:38",Evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202411121947101731415630433,asalamualaikum alaikum wr.wb .... tabe mohon bantuan nya mengevakuasi seekor ular pintu kamar mandi .. alamat rumah jalan atletik no . 42 parepare ... terimakasih,Evakuasi/Penyelamatan Hewan,Segera
"7 Nov 2024, 7:05",Evakuasi Biawak,https://www.lapor.go.id/laporan/detil/evakuasi-biawak-202411071337201730961440330,"asalamualaikum alaikum wr.wb .... tabe mohon bantuan mengevakuasi seekor biawak rumah , lokasi jalan laupe masjid nurul fahala soreang .. terima kasih",Evakuasi/Penyelamatan Hewan,Segera
"28 Okt 2024, 08:19",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202410281356121730098572222,asalamualaikum alaikum wr.wb .... tabe melaporkan kebakaran lahan daerah kampung labempa kecamatan bacukiki kota parepare ... mohon ditindaklanjuti,Kebakaran,Immediat
"25 Okt 2024, 07:59",Evakuasi Ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202410251429521729841392927,"tabe ... mohon bantuannya evakuasi ular masuk rumah , perumahan grand sulawesi blok i 90 parepare ... terima kasih",Evakuasi/Penyelamatan Hewan,Segera
"25 Okt 2024, 07:21",Penyemprotan Drainase,https://www.lapor.go.id/laporan/detil/penyemprotan-drainase-202410251358411729839521504,asalamualaikum alaikum wr.wb ..... tabe mohon bantu penyemprotan drainase selokan masjid darul ilmi perumahan perumnas blok f kecamatan bacukiki ... terima kasih,Layanan Lingkungan & Fasilitas Umum,Normal
"25 Okt 2024, 07:24",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202410251353021729839182436,asalamualaikum alaikum wr.wb ... tabe kebakaran lahan daerah lemoe patung jambu mente ... mohon ditindaklanjuti,Kebakaran,Immediat
"21 Okt 2024, 01:13",KEBAKARAN LAHAN,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202410191607011729328821389,asalamualaikum alaikum ... tabe kebakaran lahan cafe amais jalan jend . sudirman .. mohon ditindaklanjuti .... terima kasih,Kebakaran,Immediat
"8 Okt 2024, 07:00",Evakuasi Pohon Tumbang,https://www.lapor.go.id/laporan/detil/evakuasi-pohon-tumbang-202410081337021728369422881,asalamualaikum alaikum wr.wb .... tabe mohon bantuannya evakuasi pengangkatan batang pohon tumbang ... mohon ditindaklanjuti terima kasih,Penyelamatan Non Hewan & Bantuan Teknis,Normal
"8 Okt 2024, 04:08",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202410051858021728129482066,bismillah ..... tabe melaporkan kebakaran lahan pesantren al badar bilalangnge bacukiki ... mohon ditindaklanjuti .... terimaksih,Kebakaran,Immediat
"8 Okt 2024, 03:48",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202410051112451728101565149,asalamualaikum alaikum .... tabe kebakaran lahan perumahan pegawai negeri sipil perumnas . mohon ditindaklanjuti,Kebakaran,Immediat
"5 Okt 2024, 01:33",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202410020856071727834167297,asalamualaikum alaikum wr.wb ..... tabe kebakaran lahan lokasi btn carlos . mohon ditindaklanjuti,Kebakaran,Immediat
"30 Sep 2024, 4:14",KEBAKARAN LAHAN,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409291101251727582485078,asalamualaikum alaikum wr.wb .... tabe kebakaran lahan samping pt panen mas bulog lapadde.mohon ditindaklanjuti .. terima kasih,Kebakaran,Immediat
"26 Sep 2024, 3:25",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409260917481727317068058,asalamualaikum alaikum wr.wb ... tabe kebakaran lahan warung putri neg . 8 parepare ... mohon ditindaklanjuti,Kebakaran,Immediat
"7 Okt 2024, 17:04",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409231204521727067892035,"asalamualaikum alaikum wr.wb tabe kebakaran lahan daerah tonrangeng jalan latasakka .. mohon ditindaklanjuti , terima kasih .",Kebakaran,Immediat
"7 Okt 2024, 17:04",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409231202501727067770030,asalamualaikum alaikum wr.wb .... tabe kebakaran lahan jalan h. agussalim serbu ... mohon ditindaklanjuti rumah warga,Kebakaran,Immediat
"4 Okt 2024, 17:04",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409201232351726810355460,"tabe kebakaran lahan jalan lingkar lanyer lapadde gudang nugget , mohon ditindaklanjuti ... terima kasih",Kebakaran,Immediat
"4 Okt 2024, 17:04",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409201225401726809940353,asalamualaikum alaikum wr.wb ..... tabe kebakaran lahan samping tower tonrangeng kelurahan lumpue . mohon ditindaklanjuti .,Kebakaran,Immediat
"4 Okt 2024, 17:03",Evakuasi Tokek,https://www.lapor.go.id/laporan/detil/evakuasi-tokek-202409201131561726806716340,"tabe .... mohon bantuannya mengevakuasi seekor tokek perumahan btn naila blok c no.8 lapadde , , terima kasih",,
"4 Okt 2024, 17:03",Penyemprotan saluran air yang tersumbat,https://www.lapor.go.id/laporan/detil/penyemprotan-saluran-air-yang-tersumbat-202409201128031726806483343,asalamualaikum alaikum wr.wb .... tabe mohon dibantu penyemprotan saluran air tersumbat perumahan grand sulawesi blok a no . 88 .... terimah kasih,Layanan Lingkungan & Fasilitas Umum,Normal
"4 Okt 2024, 17:03",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409200906261726797986232,asalamualaikum alaikum wr.wb .... kebakaran lahan jalan lasangga wekke e warung putri tawar 8 parepare ... mohon ditindaklanjuti ... terima kasih,Kebakaran,Immediat
"3 Okt 2024, 17:02",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409191241071726724467695,asalamualaikum alaikum wr.wb ..... kebakaran lahan btn arsila tower tonrangeng ... mohon ditindaklanjuti,Kebakaran,Immediat
"3 Okt 2024, 17:00",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409181349581726642198208,"tabe informasikan kebakaran lahan kantor kehutanan parepare jalan satelit lapan , mohon ditindaklanjuti .. terima kasih",Kebakaran,Immediat
"2 Okt 2024, 17:02",Kebakaran tumpukan kayu,https://www.lapor.go.id/laporan/detil/kebakaran-tumpukan-kayu-202409181011391726629099243,"asalamualaikum alaikum wr.wb ... tabe tumpukan kayu terbakar anjungan cempae soreang pustu , mohon ditindaklanjuti pak.terima kasih",Kebakaran,Immediat
"2 Okt 2024, 17:02",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409171425231726557923279,"asalamualaikum alaikum wr.wb ..... tabe kebakaran lahan kampus universitas muhammadiyah parepare , mohon ditindaklanjuti ... terimakasih",Kebakaran,Immediat
"1 Okt 2024, 17:05",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409171333181726554798267,"asalamualaikum alaikum wr.wb .... tabe kebakaran lahan jalan taebe soreang , mohon ditindaklanjuti api melebar .... terima kasih .",Kebakaran,Immediat
"1 Okt 2024, 17:05",Evakuasi Ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202409171315261726553726078,"tabe mohon dibantu evakuasi ular rumah alamat jalan lasiming , , , ,terima kasih",Evakuasi/Penyelamatan Hewan,Segera
"1 Okt 2024, 17:05",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409171236241726551384707,"asalamualaikum alaikum wr.wb .... tabe kebakaran lahan kampung duri lapangan tawar 3 parepare , mohon ditindaklanjuti , , terima kasih .",Kebakaran,Immediat
"1 Okt 2024, 17:05",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409171232291726551149451,asalamualaikum alaikum wr.wb .... tabe kebakaran lahan perumahan carlos mohon ditindaklanjuti . terima kasih,Kebakaran,Immediat
"2 Okt 2024, 00:05",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409171144081726548248907,tabe kebakaran lahan daerah aspol 3 jalan reformasi mohon ditindaklanjuti.terima kasih,Kebakaran,Immediat
"2 Okt 2024, 00:05",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409171105191726545919980,"asalamualaikum alaikum wr.wb ..... tabe kebakaran lahan daerah bulu batue parepare , mohon ditindaklanjuti",Kebakaran,Immediat
"2 Okt 2024, 00:05",Penyemprotan saluran air yang tersumbat,https://www.lapor.go.id/laporan/detil/penyemprotan-saluran-air-yang-tersumbat-202409171102211726545741537,asalamualaikum alaikum wr.wb .... tabe mohon dibantu penyemprotan saluran air tersumbat jalan kelapa gading berlian no.9 parepare,Layanan Lingkungan & Fasilitas Umum,Normal
"2 Okt 2024, 00:05",Penyemprotan Jalan,https://www.lapor.go.id/laporan/detil/penyemprotan-jalan-202409171056051726545365085,"asalamualaikum alaikum wr.wb ... tabe mohon dibantu penyemprotan jalan air tergenang bekas pecahan telur gereja jalan veteran ,",Layanan Lingkungan & Fasilitas Umum,Normal
"2 Okt 2024, 00:01",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409131438541726213134044,asalamualaikum alaikum wr.wb .... kebakaran lahan jalan lapan karantina ... mohon ditindaklanjuti,Kebakaran,Immediat
"2 Okt 2024, 00:01",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409131435121726212912260,asalamualaikum alaikum wr.wb ... tabe kebakaran lahan jalan swaka alam lestari pesantren guffi . mohon ditindaklanjuti,Kebakaran,Immediat
"2 Okt 2024, 00:02",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409131432501726212770935,tabe kebakaran lahan kantor golkar jalan jend . sudirman mohon ditindaklanjuti api menjalar melebar ... terima kasih,Kebakaran,Immediat
"1 Okt 2024, 00:02",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409121654031726134843501,asalamualaikum alaikum wr wb ..... tabe kebakaran lahan daerah minrulangnge parepare pesantren .. mohon ditindaklanjuti .... terima kasih,Kebakaran,Immediat
"1 Okt 2024, 00:02",Evakuasi sarang Tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202409121236401726119400255,asalamualaikum alaikum wr.wb ..... tabe mohon dibantu evakuasi sarang tawon membahayakan warga jalan lingkar lanyer tassiso asrama brimob . terima kasih,Evakuasi/Penyelamatan Hewan,Segera
"1 Okt 2024, 00:02",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409121232091726119129226,asalamualaikum alaikum wr.wb .... tabe kebakaran lahan perumahan bumi lamario parepare mohon ditindaklanjuti berpotensi kena rumah terima kasih,Kebakaran,Immediat
"26 Sep 2024, 17:04",KEBAKARAN LAHAN,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409111131091726029069296,asalamualaikum alaikum .... tabe kebakaran lahan daerah perkuburan sari minyak e jl . jend.m . yusuf mohon ditindaklanjuti ....,Kebakaran,Immediat
"26 Sep 2024, 17:04",kebakaran lahan dekat gudang,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-dekat-gudang-202409111051491726026709270,"tabe kebakaran lahan alang alang jalan lariangnyareng gudang nugget , mohon ditindaklanjuti ...",Kebakaran,Immediat
"26 Sep 2024, 17:04",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409111047231726026443410,"asalamualaikum alaikum wr.wb ... tabe kebakaran lahan jalan atletik , mohon ditindaklanjuti",Kebakaran,Immediat
"25 Sep 2024, 17:08",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409101355561725951356613,asalamualaikum alaikum .... kebakaran lahan jalan laupe soreang kantor kelurahan bukit harapan.mohon ditindaklanjuti,Kebakaran,Immediat
"25 Sep 2024, 17:08",Kebakaran Lahan pada perkuburan islam,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-pada-perkuburan-islam-202409101353301725951210756,asalamualaikum alaikum wr.wb ... tabe kebakaran lahan kantor dinas kebersihan kota parepare titik kebakaran perkuburan islam . mohon ditindaklanjuti .... terima kasih,Kebakaran,Immediat
"25 Sep 2024, 17:08",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409101349411725950981410,tabe ... kebakaran lahan jalan pendidikan kampus institut agama islam negeri soreang .. mohon ditindaklanjuti,Kebakaran,Immediat
"25 Sep 2024, 17:07",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409091431521725867112198,tabe ... kebakaran lahan daerah kampung mandar titik kebakaran perkuburan .. mohon ditindaklanjuti .,Kebakaran,Immediat
"25 Sep 2024, 17:07",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409091428571725866937081,asalamualaikum alaikum ..... tabe kebakaran lahan daerah minrulangnge perumahan warga .. mohon ditindaklanjuti .... terima kasih,Kebakaran,Immediat
"25 Sep 2024, 17:07",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409091244411725860681275,kebakaran lahan daerah tongrangeng jalan latasakka parepare ... mohon ditindaklanjuti dinas terkait ..... terima kasih,Kebakaran,Immediat
"25 Sep 2024, 17:07",KEBAKARAN LAHAN,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409091239011725860341547,asalamualaikum alaikum wr.wb .... tabe kebakaran lahan jalan liu bulo e kampus akbid .... mohon menindaklanjuti .... terima kasih,Kebakaran,Immediat
"24 Sep 2024, 0:10",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409051932511725539571382,asalamualaikum alaikum wr.wb tabe kebakaran lahan jalan laupe kompleks perumahan dosen teknik umpar.mohon menindaklanjuti ...,Kebakaran,Immediat
"21 Sep 2024, 0:03",KEBAKARAN LAHAN,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409051344171725518657117,"asalamualaikum alaikum wr.wb .... kebakaran lahan kantor sekretariat umpar parepare , mohon ditindaklanjuti ........",Kebakaran,Immediat
"21 Sep 2024, 0:03",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409051328501725517730828,"tabe melaporkan kebakaran lahan daerah lariangnyareng lapadde , mohon ditindaklanjuti",Kebakaran,Immediat
"21 Sep 2024, 0:03",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409041502141725436934309,asalamualaikum alaikum wr.wb ..... kebakaran lahan lokasi puskesmas lauleng soreang parepare mohon ditindaklanjuti,Kebakaran,Immediat
"20 Sep 2024, 0:00",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409041458321725436712991,asalamualaikum alaikum wr.wb ..... tabe kebakaran lahan perkuburan hikma .. mohon ditindaklanjuti .....,Kebakaran,Immediat
"19 Sep 2024, 0:00",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409021516431725265003040,asalamualaikum alaikum wr.wb .... tabe kebakaran lahan jalan sejahtera masjid al ikhsan mohon ditindaklanjuti ...,Kebakaran,Immediat
"20 Sep 2024, 0:00",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202409021513571725264837154,"tabe ... kebakaran lahan jalan ambo matti lapadde , mohon ditindaklanjuti terima kasih",Kebakaran,Immediat
"14 Sep 2024, 0:01",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408291943591724935439635,kebakaran lahan kantor kelurahan galung maloang kec . bacuciki kota parepare lokasi samping usaha somel.mohon ditindaklanjuti ... terima kasih,Kebakaran,Immediat
"14 Sep 2024, 0:01",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408291636041724924164441,tabe kebakaran lahan daerah lembah harapan soreang masjid al gazirah kota parepare .... terimah kasih,Kebakaran,Immediat
"14 Sep 2024, 0:01",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408291629511724923791192,asalamualaikum alaikum.terjadi kebakaran lahan alang alang lapangan tennis kampus institut agama islam negeri parepare.mohon ditindaklanjuti .....,Kebakaran,Immediat
"14 Sep 2024, 0:01",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408291626041724923564637,asalamualaikum alaikum wr.wb .... tabe melaporkan kebakaran lahan daerah tegal 2 masjid al nur zam jembatan.mohon ditindaklanjuti .... terima kasih,Kebakaran,Immediat
"13 Sep 2024, 0:00",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408281732001724841120323,asalamualaikum alaikum wr.wb .... tabe kebakaran lahan jalan pendidikan negeri . 6 parepare ... mohon ditindaklanjuti .,Kebakaran,Immediat
"11 Sep 2024, 0:00",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408261847341724672854652,asalamualaikum alaikum wr.wb ..... kebakaran lahan alang alang perumahan pajak soreang mohon tindak lanjuti .... terima kasih,Kebakaran,Immediat
"11 Sep 2024, 0:00",Kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408261842371724672557874,tabe kebakaran lahan daerah tongrangeng jalan latasakka parepare ... mohon ditindaklanjuti pak.terima kasih,Kebakaran,Immediat
"10 Sep 2024, 0:04",KEBAKARAN LAHAN,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408261356251724655385687,"asalamualaikum alaikum wr.wb , , tabe kebakaran lahan japfa perbatasan jalan poros parepare sidrap .. mohon ditindaklanjuti , terima kasih",Kebakaran,Immediat
"7 Sep 2024, 0:08",Kebakaran Lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408231631291724405489620,"tabe .... kebakaran lahan lapadde mas jembatan tower , , mohon ditindaklanjuti ... terima kasih",Kebakaran,Immediat
